,Date,Home,homeGoals,Visitor,awayGoals
600,2022-01-18,Philadelphia Flyers,3,New York Islanders,4
621,2022-01-21,Vancouver Canucks,1,Florida Panthers,2
635,2022-01-23,Pittsburgh Penguins,3,Winnipeg Jets,2
642,2022-01-24,New York Rangers,3,Los Angeles Kings,2
656,2022-01-26,Toronto Maple Leafs,4,Anaheim Ducks,3
659,2022-01-27,Edmonton Oilers,3,Nashville Predators,2
663,2022-01-27,Ottawa Senators,2,Carolina Hurricanes,3
672,2022-01-28,Pittsburgh Penguins,2,Detroit Red Wings,3
682,2022-01-29,Tampa Bay Lightning,2,Vegas Golden Knights,3
696,2022-02-01,Colorado Avalanche,2,Arizona Coyotes,3
759,2022-02-15,New York Rangers,2,Boston Bruins,1
771,2022-02-17,New York Rangers,2,Detroit Red Wings,3
777,2022-02-18,Chicago Blackhawks,0,Dallas Stars,1
791,2022-02-20,New York Islanders,2,Montreal Canadiens,3
800,2022-02-22,Anaheim Ducks,4,San Jose Sharks,3
812,2022-02-24,Nashville Predators,2,Dallas Stars,1
816,2022-02-24,San Jose Sharks,4,New York Islanders,3
876,2022-03-05,Columbus Blue Jackets,4,Boston Bruins,5
915,2022-03-10,Detroit Red Wings,5,Minnesota Wild,6
924,2022-03-11,Columbus Blue Jackets,3,Minnesota Wild,2
933,2022-03-12,Montreal Canadiens,3,Seattle Kraken,4
934,2022-03-12,New Jersey Devils,2,Anaheim Ducks,1
941,2022-03-13,Los Angeles Kings,3,Florida Panthers,2
959,2022-03-15,Washington Capitals,4,New York Islanders,3
970,2022-03-17,St. Louis Blues,2,Pittsburgh Penguins,3
975,2022-03-18,Carolina Hurricanes,3,Washington Capitals,4
1013,2022-03-23,Buffalo Sabres,4,Pittsburgh Penguins,3
1017,2022-03-24,Carolina Hurricanes,3,Dallas Stars,4
1019,2022-03-24,Los Angeles Kings,3,Chicago Blackhawks,4
1026,2022-03-25,Buffalo Sabres,3,Washington Capitals,4
1038,2022-03-26,Ottawa Senators,3,Florida Panthers,4
1044,2022-03-27,New Jersey Devils,3,Montreal Canadiens,2
1066,2022-03-30,Buffalo Sabres,2,Winnipeg Jets,3
1068,2022-03-30,Edmonton Oilers,4,Los Angeles Kings,3
1074,2022-03-31,Calgary Flames,2,Los Angeles Kings,3
1094,2022-04-02,Tampa Bay Lightning,4,Montreal Canadiens,5
1100,2022-04-03,New York Rangers,3,Philadelphia Flyers,4
1141,2022-04-09,Edmonton Oilers,1,Colorado Avalanche,2
1168,2022-04-12,New York Islanders,5,Pittsburgh Penguins,4
1180,2022-04-14,Chicago Blackhawks,5,San Jose Sharks,4
1201,2022-04-16,Seattle Kraken,4,New Jersey Devils,3
1218,2022-04-19,Nashville Predators,3,Calgary Flames,2
1225,2022-04-19,Vancouver Canucks,3,Ottawa Senators,4
1242,2022-04-22,Columbus Blue Jackets,1,Ottawa Senators,2
1265,2022-04-24,Vegas Golden Knights,4,San Jose Sharks,5
1267,2022-04-24,Washington Capitals,3,Toronto Maple Leafs,4
1271,2022-04-26,Dallas Stars,3,Vegas Golden Knights,2
1282,2022-04-27,Chicago Blackhawks,4,Vegas Golden Knights,3
1290,2022-04-28,Colorado Avalanche,4,Nashville Predators,5
1299,2022-04-29,Edmonton Oilers,3,Vancouver Canucks,2
51,2022-10-18,Nashville Predators,3,Los Angeles Kings,4
58,2022-10-20,Boston Bruins,2,Anaheim Ducks,1
104,2022-10-25,New York Rangers,2,Colorado Avalanche,3
140,2022-10-30,Chicago Blackhawks,3,Minnesota Wild,4
144,2022-10-31,Carolina Hurricanes,3,Washington Capitals,2
154,2022-11-01,San Jose Sharks,5,Anaheim Ducks,6
168,2022-11-03,San Jose Sharks,3,Florida Panthers,4
170,2022-11-03,Tampa Bay Lightning,3,Carolina Hurricanes,4
183,2022-11-05,San Jose Sharks,4,Anaheim Ducks,5
186,2022-11-05,Vancouver Canucks,3,Nashville Predators,4
196,2022-11-08,Detroit Red Wings,2,Montreal Canadiens,3
238,2022-11-13,Minnesota Wild,2,San Jose Sharks,3
267,2022-11-17,St. Louis Blues,5,Washington Capitals,4
277,2022-11-19,Florida Panthers,4,Calgary Flames,5
279,2022-11-19,Montreal Canadiens,5,Philadelphia Flyers,4
290,2022-11-21,Dallas Stars,2,Colorado Avalanche,3
292,2022-11-21,Nashville Predators,4,Arizona Coyotes,3
313,2022-11-23,Pittsburgh Penguins,2,Calgary Flames,1
321,2022-11-25,Chicago Blackhawks,2,Montreal Canadiens,3
323,2022-11-25,Detroit Red Wings,4,Arizona Coyotes,3
344,2022-11-28,Columbus Blue Jackets,2,Vegas Golden Knights,3
359,2022-11-30,Detroit Red Wings,4,Buffalo Sabres,5
381,2022-12-03,Minnesota Wild,5,Anaheim Ducks,4
391,2022-12-04,Dallas Stars,5,Minnesota Wild,6
394,2022-12-05,Boston Bruins,3,Vegas Golden Knights,4
426,2022-12-09,Colorado Avalanche,1,New York Rangers,2
446,2022-12-12,Montreal Canadiens,2,Calgary Flames,1
451,2022-12-13,Boston Bruins,4,New York Islanders,3
463,2022-12-14,Calgary Flames,3,Vancouver Canucks,4
466,2022-12-15,Boston Bruins,2,Los Angeles Kings,3
470,2022-12-15,Edmonton Oilers,3,St. Louis Blues,4
487,2022-12-17,Los Angeles Kings,3,San Jose Sharks,2
502,2022-12-19,Colorado Avalanche,1,New York Islanders,0
529,2022-12-22,Vancouver Canucks,6,Seattle Kraken,5
531,2022-12-23,Arizona Coyotes,2,Los Angeles Kings,1
539,2022-12-23,Vegas Golden Knights,5,St. Louis Blues,4
548,2022-12-27,Ottawa Senators,3,Boston Bruins,2
552,2022-12-28,Anaheim Ducks,3,Vegas Golden Knights,2
559,2022-12-29,Colorado Avalanche,4,Los Angeles Kings,5
565,2022-12-29,Tampa Bay Lightning,2,New York Rangers,1
586,2023-01-01,New Jersey Devils,4,Carolina Hurricanes,5
599,2023-01-03,Toronto Maple Leafs,5,St. Louis Blues,6
623,2023-01-07,Columbus Blue Jackets,4,Carolina Hurricanes,3
648,2023-01-10,New York Islanders,1,Dallas Stars,2
649,2023-01-10,New York Rangers,4,Minnesota Wild,3
686,2023-01-15,Carolina Hurricanes,3,Vancouver Canucks,4
697,2023-01-16,San Jose Sharks,3,New Jersey Devils,4
700,2023-01-17,Arizona Coyotes,4,Detroit Red Wings,3
738,2023-01-21,Seattle Kraken,1,Colorado Avalanche,2
775,2023-01-26,Washington Capitals,3,Pittsburgh Penguins,2
788,2023-01-28,Minnesota Wild,3,Buffalo Sabres,2
804,2023-02-06,Dallas Stars,3,Anaheim Ducks,2
822,2023-02-09,Philadelphia Flyers,2,Edmonton Oilers,1
835,2023-02-11,Minnesota Wild,3,New Jersey Devils,2
847,2023-02-13,Minnesota Wild,1,Florida Panthers,2
852,2023-02-14,Colorado Avalanche,3,Tampa Bay Lightning,4
855,2023-02-14,New York Islanders,2,Ottawa Senators,3
858,2023-02-14,Winnipeg Jets,3,Seattle Kraken,2
861,2023-02-15,Arizona Coyotes,1,Tampa Bay Lightning,0
862,2023-02-15,Edmonton Oilers,4,Detroit Red Wings,5
875,2023-02-17,Edmonton Oilers,4,New York Rangers,5
876,2023-02-17,Minnesota Wild,2,Dallas Stars,1
883,2023-02-18,Los Angeles Kings,6,Arizona Coyotes,5
906,2023-02-21,Chicago Blackhawks,3,Vegas Golden Knights,2
910,2023-02-21,Nashville Predators,5,Vancouver Canucks,4
938,2023-02-25,San Jose Sharks,3,Chicago Blackhawks,4
941,2023-02-25,Vegas Golden Knights,2,Dallas Stars,3
958,2023-02-28,Minnesota Wild,2,New York Islanders,1
964,2023-02-28,Winnipeg Jets,5,Los Angeles Kings,6
985,2023-03-03,Vegas Golden Knights,4,New Jersey Devils,3
1007,2023-03-06,Vancouver Canucks,4,Nashville Predators,3
1012,2023-03-07,Minnesota Wild,0,Calgary Flames,1
1013,2023-03-07,Montreal Canadiens,3,Carolina Hurricanes,4
1027,2023-03-09,Montreal Canadiens,3,New York Rangers,4
1032,2023-03-09,Washington Capitals,2,New Jersey Devils,3
1041,2023-03-11,Los Angeles Kings,1,Nashville Predators,2
1075,2023-03-15,Toronto Maple Leafs,1,Colorado Avalanche,2
1076,2023-03-15,Washington Capitals,5,Buffalo Sabres,4
1081,2023-03-16,New Jersey Devils,3,Tampa Bay Lightning,4
1096,2023-03-18,Los Angeles Kings,2,Vancouver Canucks,3
1100,2023-03-18,Ottawa Senators,4,Toronto Maple Leafs,5
1126,2023-03-21,St. Louis Blues,2,Detroit Red Wings,3
1139,2023-03-23,Nashville Predators,2,Seattle Kraken,1
1141,2023-03-23,Philadelphia Flyers,5,Minnesota Wild,4
1162,2023-03-26,Arizona Coyotes,3,Colorado Avalanche,4
1163,2023-03-26,Carolina Hurricanes,3,Boston Bruins,4
1169,2023-03-27,Buffalo Sabres,3,Montreal Canadiens,4
1185,2023-03-29,Washington Capitals,1,New York Islanders,2
1218,2023-04-02,St. Louis Blues,3,Boston Bruins,4
1224,2023-04-03,Minnesota Wild,3,Vegas Golden Knights,4
1242,2023-04-06,Detroit Red Wings,6,Buffalo Sabres,7
1258,2023-04-08,Dallas Stars,2,Vegas Golden Knights,1
1267,2023-04-08,Vancouver Canucks,3,Calgary Flames,2
1273,2023-04-10,Calgary Flames,2,Nashville Predators,3
1278,2023-04-10,New York Rangers,2,Buffalo Sabres,3
7,2023-10-11,Toronto Maple Leafs,6,Montreal Canadiens,5
11,2023-10-12,Dallas Stars,2,St. Louis Blues,1
16,2023-10-13,New Jersey Devils,3,Arizona Coyotes,4
22,2023-10-14,Los Angeles Kings,5,Carolina Hurricanes,6
27,2023-10-14,San Jose Sharks,1,Colorado Avalanche,2
28,2023-10-14,St. Louis Blues,2,Seattle Kraken,1
38,2023-10-16,Washington Capitals,3,Calgary Flames,2
46,2023-10-17,Vegas Golden Knights,3,Dallas Stars,2
115,2023-10-27,Washington Capitals,3,Minnesota Wild,2
119,2023-10-28,Los Angeles Kings,3,Vegas Golden Knights,4
120,2023-10-28,Montreal Canadiens,4,Winnipeg Jets,3
136,2023-10-30,Vegas Golden Knights,3,Montreal Canadiens,2
145,2023-11-02,Boston Bruins,3,Toronto Maple Leafs,2
162,2023-11-04,Minnesota Wild,5,New York Rangers,4
180,2023-11-07,Arizona Coyotes,4,Seattle Kraken,3
207,2023-11-10,Toronto Maple Leafs,5,Calgary Flames,4
225,2023-11-12,New York Rangers,4,Columbus Blue Jackets,3
248,2023-11-16,Seattle Kraken,4,New York Islanders,3
255,2023-11-18,Calgary Flames,4,New York Islanders,5
260,2023-11-18,Ottawa Senators,2,Minnesota Wild,1
304,2023-11-24,San Jose Sharks,2,Montreal Canadiens,3
310,2023-11-25,New York Islanders,0,Philadelphia Flyers,1
328,2023-11-28,Edmonton Oilers,5,Vegas Golden Knights,4
333,2023-11-28,Toronto Maple Leafs,2,Florida Panthers,1
350,2023-11-30,Toronto Maple Leafs,4,Seattle Kraken,3
355,2023-12-02,Anaheim Ducks,4,Colorado Avalanche,3
364,2023-12-02,Pittsburgh Penguins,3,Philadelphia Flyers,4
382,2023-12-05,Chicago Blackhawks,3,Nashville Predators,4
403,2023-12-07,Washington Capitals,4,Dallas Stars,5
408,2023-12-09,Buffalo Sabres,2,Montreal Canadiens,3
426,2023-12-10,Vegas Golden Knights,5,San Jose Sharks,4
443,2023-12-13,Montreal Canadiens,3,Pittsburgh Penguins,4
448,2023-12-14,Minnesota Wild,3,Calgary Flames,2
449,2023-12-14,Philadelphia Flyers,4,Washington Capitals,3
457,2023-12-15,New York Islanders,4,Boston Bruins,5
465,2023-12-16,Minnesota Wild,2,Vancouver Canucks,1
469,2023-12-16,Seattle Kraken,2,Los Angeles Kings,3
473,2023-12-17,Carolina Hurricanes,1,Washington Capitals,2
506,2023-12-21,Pittsburgh Penguins,2,Carolina Hurricanes,1
510,2023-12-22,Detroit Red Wings,7,Philadelphia Flyers,6
526,2023-12-23,Washington Capitals,1,Tampa Bay Lightning,2
557,2023-12-30,Los Angeles Kings,2,Edmonton Oilers,3
562,2023-12-30,Washington Capitals,2,Nashville Predators,3
591,2024-01-04,Los Angeles Kings,3,Detroit Red Wings,4
596,2024-01-04,Philadelphia Flyers,2,Columbus Blue Jackets,3
605,2024-01-06,Carolina Hurricanes,1,St. Louis Blues,2
610,2024-01-06,Montreal Canadiens,4,New York Rangers,3
620,2024-01-08,Colorado Avalanche,4,Boston Bruins,3
636,2024-01-10,Philadelphia Flyers,3,Montreal Canadiens,2
673,2024-01-15,Columbus Blue Jackets,4,Vancouver Canucks,3
681,2024-01-16,Chicago Blackhawks,2,San Jose Sharks,1
725,2024-01-22,Los Angeles Kings,3,San Jose Sharks,4
756,2024-01-26,Pittsburgh Penguins,2,Florida Panthers,3
822,2024-02-13,Boston Bruins,2,Tampa Bay Lightning,3
829,2024-02-13,New York Islanders,1,Seattle Kraken,2
866,2024-02-19,Boston Bruins,4,Dallas Stars,3
907,2024-02-24,Los Angeles Kings,3,Anaheim Ducks,2
910,2024-02-24,Ottawa Senators,4,Vegas Golden Knights,3
916,2024-02-25,Buffalo Sabres,3,Carolina Hurricanes,2
924,2024-02-26,Seattle Kraken,4,Boston Bruins,3
945,2024-02-29,Florida Panthers,4,Montreal Canadiens,3
959,2024-03-02,Dallas Stars,3,San Jose Sharks,2
966,2024-03-02,Tampa Bay Lightning,4,Montreal Canadiens,3
967,2024-03-02,Toronto Maple Leafs,4,New York Rangers,3
978,2024-03-04,Philadelphia Flyers,1,St. Louis Blues,2
1009,2024-03-09,Buffalo Sabres,3,Edmonton Oilers,2
1046,2024-03-14,Columbus Blue Jackets,2,Ottawa Senators,3
1069,2024-03-16,St. Louis Blues,3,Minnesota Wild,2
1070,2024-03-16,Toronto Maple Leafs,4,Carolina Hurricanes,5
1111,2024-03-22,Washington Capitals,7,Carolina Hurricanes,6
1117,2024-03-23,New York Rangers,4,Florida Panthers,3
1151,2024-03-28,Colorado Avalanche,2,New York Rangers,3
1166,2024-03-30,Columbus Blue Jackets,4,Pittsburgh Penguins,3
1170,2024-03-30,Florida Panthers,3,Detroit Red Wings,2
1178,2024-03-30,Washington Capitals,2,Boston Bruins,3
1227,2024-04-07,Anaheim Ducks,5,St. Louis Blues,6
1232,2024-04-07,New Jersey Devils,2,Nashville Predators,3
1262,2024-04-11,Tampa Bay Lightning,2,Ottawa Senators,3
1275,2024-04-13,New York Rangers,3,New York Islanders,2
1276,2024-04-13,Ottawa Senators,5,Montreal Canadiens,4
1297,2024-04-16,Montreal Canadiens,4,Detroit Red Wings,5
1303,2024-04-17,Dallas Stars,2,St. Louis Blues,1
20,2024-10-11,Vancouver Canucks,2,Philadelphia Flyers,3
30,2024-10-12,Minnesota Wild,4,Seattle Kraken,5
49,2024-10-15,Dallas Stars,3,San Jose Sharks,2
79,2024-10-19,New York Islanders,4,Montreal Canadiens,3
93,2024-10-22,Calgary Flames,4,Pittsburgh Penguins,3
174,2024-11-02,Los Angeles Kings,3,Chicago Blackhawks,4
198,2024-11-05,New York Islanders,4,Pittsburgh Penguins,3
216,2024-11-07,Tampa Bay Lightning,1,Philadelphia Flyers,2
223,2024-11-09,Buffalo Sabres,3,Calgary Flames,2
226,2024-11-09,Florida Panthers,4,Philadelphia Flyers,3
240,2024-11-11,Philadelphia Flyers,4,San Jose Sharks,3
277,2024-11-16,Pittsburgh Penguins,4,San Jose Sharks,3
292,2024-11-19,Calgary Flames,2,New York Islanders,1
312,2024-11-21,St. Louis Blues,3,San Jose Sharks,2
316,2024-11-23,Columbus Blue Jackets,5,Carolina Hurricanes,4
317,2024-11-23,Calgary Flames,4,Minnesota Wild,3
340,2024-11-25,Philadelphia Flyers,4,Vegas Golden Knights,5
349,2024-11-27,Colorado Avalanche,2,Vegas Golden Knights,1
386,2024-12-01,Anaheim Ducks,4,Ottawa Senators,3
441,2024-12-09,Buffalo Sabres,5,Detroit Red Wings,6
442,2024-12-09,Montreal Canadiens,3,Anaheim Ducks,2
451,2024-12-10,Seattle Kraken,1,Florida Panthers,2
452,2024-12-10,Utah Hockey Club,4,Minnesota Wild,5
541,2024-12-22,Utah Hockey Club,4,Anaheim Ducks,5
588,2024-12-31,Columbus Blue Jackets,4,Carolina Hurricanes,3
608,2025-01-02,Seattle Kraken,3,Vancouver Canucks,4
612,2025-01-02,Washington Capitals,3,Minnesota Wild,4
615,2025-01-03,Florida Panthers,3,Pittsburgh Penguins,2
621,2025-01-04,Colorado Avalanche,1,Montreal Canadiens,2
635,2025-01-06,Buffalo Sabres,4,Washington Capitals,3
645,2025-01-07,Pittsburgh Penguins,3,Columbus Blue Jackets,4
671,2025-01-11,Montreal Canadiens,1,Dallas Stars,2
691,2025-01-14,Columbus Blue Jackets,3,Philadelphia Flyers,2
694,2025-01-14,New Jersey Devils,1,Florida Panthers,2
709,2025-01-16,Nashville Predators,3,Chicago Blackhawks,2
713,2025-01-16,Tampa Bay Lightning,4,Anaheim Ducks,3
727,2025-01-18,New York Rangers,1,Columbus Blue Jackets,0
728,2025-01-18,Ottawa Senators,6,Boston Bruins,5
746,2025-01-20,Vegas Golden Knights,4,St. Louis Blues,5
813,2025-01-30,Edmonton Oilers,2,Detroit Red Wings,3
848,2025-02-04,Pittsburgh Penguins,2,New Jersey Devils,3
849,2025-02-04,Seattle Kraken,4,Detroit Red Wings,5
871,2025-02-07,Los Angeles Kings,5,Dallas Stars,4
880,2025-02-08,Los Angeles Kings,1,Anaheim Ducks,2
886,2025-02-08,St. Louis Blues,6,Chicago Blackhawks,5
889,2025-02-09,Washington Capitals,4,Utah Hockey Club,5
901,2025-02-22,St. Louis Blues,3,Winnipeg Jets,4
957,2025-03-01,Winnipeg Jets,1,Philadelphia Flyers,2
969,2025-03-03,Toronto Maple Leafs,2,San Jose Sharks,3
970,2025-03-03,Washington Capitals,5,Ottawa Senators,4
982,2025-03-05,Los Angeles Kings,2,St. Louis Blues,3
1022,2025-03-10,Utah Hockey Club,3,Toronto Maple Leafs,4
1027,2025-03-11,Minnesota Wild,2,Colorado Avalanche,1
1034,2025-03-12,Calgary Flames,3,Vancouver Canucks,4
1043,2025-03-13,Philadelphia Flyers,4,Tampa Bay Lightning,3
1054,2025-03-15,Buffalo Sabres,4,Vegas Golden Knights,3
1089,2025-03-20,Dallas Stars,2,Tampa Bay Lightning,3
1106,2025-03-22,Montreal Canadiens,4,Colorado Avalanche,5
1118,2025-03-23,Florida Panthers,4,Pittsburgh Penguins,3
1124,2025-03-24,New Jersey Devils,3,Vancouver Canucks,4
1125,2025-03-24,New York Islanders,3,Columbus Blue Jackets,4
1149,2025-03-27,San Jose Sharks,6,Toronto Maple Leafs,5
1153,2025-03-28,Columbus Blue Jackets,7,Vancouver Canucks,6
1176,2025-03-31,Colorado Avalanche,2,Calgary Flames,3
1177,2025-03-31,New Jersey Devils,3,Minnesota Wild,2
1180,2025-04-01,Anaheim Ducks,4,San Jose Sharks,3
1191,2025-04-02,Chicago Blackhawks,2,Colorado Avalanche,3
1208,2025-04-05,Buffalo Sabres,3,Tampa Bay Lightning,2
1235,2025-04-08,Colorado Avalanche,3,Vegas Golden Knights,2
1255,2025-04-10,Utah Hockey Club,3,Nashville Predators,4
1257,2025-04-10,Washington Capitals,5,Carolina Hurricanes,4
1265,2025-04-12,Chicago Blackhawks,4,Winnipeg Jets,5
1267,2025-04-12,Florida Panthers,3,Buffalo Sabres,2
1269,2025-04-12,Philadelphia Flyers,4,New York Islanders,3
1270,2025-04-12,Seattle Kraken,4,St. Louis Blues,3
1286,2025-04-14,Montreal Canadiens,3,Chicago Blackhawks,4
1291,2025-04-15,Calgary Flames,5,Vegas Golden Knights,4
